,Team_Id,Team_Name,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
20546,1210,Georgia Tech,2014,120,1210,67,1393,62,A,0,24,51,4,12,15,21,8,31,18,9,4,8,14,25,64,5,17,7,16,13,25,10,6,6,6,15
20547,1210,Georgia Tech,2014,124,1210,62,1439,51,H,0,24,49,6,19,8,11,7,19,18,8,8,1,15,20,53,6,23,5,9,12,15,10,11,2,1,10
20548,1210,Georgia Tech,2014,128,1210,73,1130,70,N,1,23,57,5,18,22,29,13,28,10,12,4,3,23,21,51,6,19,22,29,4,26,10,8,9,0,20
20858,1211,Gonzaga,2014,5,1211,100,1136,76,H,0,36,67,7,19,21,28,10,29,16,8,9,1,18,27,60,4,21,18,23,7,23,5,14,5,2,23
20859,1211,Gonzaga,2014,7,1211,93,1161,61,H,0,34,59,14,31,11,16,9,30,16,10,7,3,19,18,56,5,17,20,28,12,21,8,9,6,1,17
20860,1211,Gonzaga,2014,13,1211,82,1324,67,H,0,28,51,11,20,15,18,11,19,17,11,10,3,15,22,45,11,20,12,15,7,13,11,14,2,1,18
20861,1211,Gonzaga,2014,17,1211,90,1450,74,H,0,33,59,13,23,11,18,9,26,20,11,7,3,14,25,56,9,28,15,21,8,22,13,12,4,2,19
20862,1211,Gonzaga,2014,23,1211,91,1116,81,N,0,30,55,12,20,19,27,10,25,19,11,7,4,22,31,72,4,21,15,19,19,21,14,9,6,5,22
20863,1211,Gonzaga,2014,27,1211,86,1164,51,H,0,31,62,12,26,12,21,17,28,19,9,5,5,13,18,56,2,18,13,17,12,20,6,12,4,1,17
20864,1211,Gonzaga,2014,33,1211,80,1308,68,H,0,33,68,4,10,10,16,18,27,13,8,6,1,18,25,59,6,17,12,18,11,19,13,11,6,6,14
20865,1211,Gonzaga,2014,36,1211,80,1452,76,A,0,27,61,7,20,19,23,12,31,13,11,4,2,19,25,67,9,27,17,22,12,24,15,5,3,3,22
20866,1211,Gonzaga,2014,40,1211,68,1375,59,N,0,26,64,2,14,14,21,11,29,8,10,8,7,16,19,59,7,17,14,19,11,29,9,15,3,4,20
20867,1211,Gonzaga,2014,54,1211,74,1365,60,H,0,23,48,5,13,23,31,7,25,11,9,9,6,16,24,51,6,18,6,12,8,24,9,15,2,4,22
20868,1211,Gonzaga,2014,56,1211,69,1362,41,H,0,25,58,8,23,11,20,12,35,16,12,10,5,17,14,55,6,21,7,17,11,26,12,16,6,4,20
20869,1211,Gonzaga,2014,59,1211,73,1388,51,H,0,24,49,9,19,16,18,10,29,13,15,4,10,17,15,47,1,12,20,27,5,17,2,10,7,0,18
20870,1211,Gonzaga,2014,61,1211,86,1334,64,H,0,27,39,10,13,22,39,4,33,15,13,5,4,19,19,60,10,25,16,20,11,21,10,10,4,0,28
20871,1211,Gonzaga,2014,73,1211,70,1337,53,A,0,25,55,5,18,15,24,14,26,15,12,9,4,20,17,52,4,16,15,24,13,22,8,16,5,5,20
20872,1211,Gonzaga,2014,75,1211,82,1258,72,A,0,33,62,5,13,11,14,15,26,18,15,8,7,15,28,66,6,15,10,13,15,16,13,12,9,2,16
20873,1211,Gonzaga,2014,80,1211,59,1360,56,H,0,25,52,7,18,2,4,7,22,12,8,4,1,11,19,46,4,14,14,15,5,21,3,9,6,5,12
20874,1211,Gonzaga,2014,82,1211,84,1140,69,H,0,31,54,10,22,12,12,3,23,21,7,7,3,17,26,58,2,11,15,21,13,20,8,10,2,1,16
20875,1211,Gonzaga,2014,86,1211,54,1365,52,A,0,16,46,5,12,17,19,8,24,11,13,6,5,15,18,50,5,18,11,12,9,24,9,13,5,5,18
20876,1211,Gonzaga,2014,89,1211,75,1362,65,A,0,19,49,3,16,34,41,11,29,5,14,9,5,19,20,58,8,25,17,22,12,23,13,14,7,2,25
20877,1211,Gonzaga,2014,93,1211,71,1339,66,H,0,20,43,9,19,22,32,3,26,16,10,7,5,12,24,56,8,12,10,14,8,25,13,13,7,2,25
20878,1211,Gonzaga,2014,101,1211,83,1337,68,H,0,31,59,10,24,11,16,8,28,17,9,9,2,13,27,58,3,17,11,17,7,22,15,13,6,5,15
20879,1211,Gonzaga,2014,103,1211,86,1258,67,H,0,29,62,8,25,20,25,17,23,15,10,4,3,17,23,52,4,13,17,19,6,19,6,11,7,2,22
20880,1211,Gonzaga,2014,115,1211,70,1334,53,A,0,21,50,7,18,21,32,8,31,16,13,9,5,23,17,55,6,19,13,21,14,29,11,16,4,3,23
20881,1211,Gonzaga,2014,117,1211,75,1388,47,A,0,32,57,3,10,8,12,10,32,17,10,6,3,18,12,52,5,18,18,28,13,17,10,11,5,5,16
20882,1211,Gonzaga,2014,124,1211,77,1365,75,N,0,24,45,2,11,27,33,9,23,10,16,4,2,15,28,56,7,19,12,15,7,16,13,9,6,3,23
20883,1211,Gonzaga,2014,126,1211,70,1388,54,N,0,23,50,5,14,19,26,8,25,10,12,6,5,20,19,51,2,8,14,25,13,22,6,17,6,3,24
20884,1211,Gonzaga,2014,127,1211,75,1140,64,N,0,25,48,6,13,19,30,3,28,16,10,8,3,22,21,59,3,13,19,26,15,27,6,14,6,2,24
21028,1212,Grambling,2014,98,1212,95,1108,80,H,0,31,51,12,20,21,25,10,23,21,16,2,1,17,29,57,4,17,18,26,7,11,6,6,9,0,17
21029,1212,Grambling,2014,105,1212,83,1341,81,A,0,27,46,5,11,24,33,8,22,11,13,3,3,20,26,59,13,33,16,25,15,15,15,8,5,1,22
21030,1212,Grambling,2014,119,1212,72,1290,70,H,0,22,53,3,14,25,41,14,18,10,11,7,1,18,24,54,9,25,13,20,15,20,9,18,7,2,21
21031,1212,Grambling,2014,127,1212,84,1238,75,N,0,24,50,5,13,31,36,12,26,12,17,7,2,19,27,59,8,20,13,21,9,17,15,14,8,7,25
21036,1213,Grand Canyon,2014,18,1213,72,1366,71,N,0,22,53,7,15,21,29,16,25,10,13,3,2,14,27,57,6,15,11,15,9,20,6,10,4,12,27
21037,1213,Grand Canyon,2014,19,1213,78,1249,69,N,0,24,57,10,22,20,31,9,31,17,10,6,2,17,26,66,4,11,13,14,9,29,15,10,5,5,24
21038,1213,Grand Canyon,2014,59,1213,91,1410,85,H,0,25,48,14,28,27,31,8,28,22,17,2,3,19,34,70,5,16,12,17,11,16,15,5,9,1,24
21039,1213,Grand Canyon,2014,66,1213,66,1167,63,A,0,20,41,4,14,22,32,4,28,10,13,1,2,21,19,55,5,25,20,21,9,23,9,13,6,2,28
21040,1213,Grand Canyon,2014,80,1213,86,1225,73,H,0,23,48,5,21,35,41,8,25,12,11,2,3,26,22,55,3,12,26,35,13,20,11,11,4,1,31
21041,1213,Grand Canyon,2014,82,1213,71,1370,63,H,0,18,48,11,25,24,31,8,29,13,11,5,10,21,22,64,4,17,15,27,21,25,9,10,7,2,25
21042,1213,Grand Canyon,2014,87,1213,76,1152,75,A,0,23,51,6,18,24,38,10,36,14,16,1,5,19,25,68,7,22,18,25,10,23,9,6,10,2,27
21043,1213,Grand Canyon,2014,89,1213,72,1282,53,A,0,26,54,13,28,7,11,8,23,16,13,6,4,18,21,45,3,13,8,16,4,22,7,14,5,2,14
21044,1213,Grand Canyon,2014,96,1213,79,1167,70,H,0,22,46,7,17,28,37,8,26,12,11,3,5,19,27,61,4,13,12,22,14,22,11,9,8,1,28
21045,1213,Grand Canyon,2014,108,1213,74,1370,73,A,0,28,51,5,12,13,20,10,23,12,15,5,1,21,25,54,7,18,16,23,9,18,12,11,7,3,23
21046,1213,Grand Canyon,2014,117,1213,84,1152,74,H,0,23,49,7,20,31,39,14,27,18,12,2,2,18,26,57,12,23,10,13,6,18,10,8,7,1,28
21047,1213,Grand Canyon,2014,124,1213,79,1410,78,A,1,22,58,5,26,30,40,12,28,15,12,5,4,20,29,62,7,16,13,20,8,29,14,12,5,1,27
21262,1214,Hampton,2014,4,1214,77,1456,69,H,0,26,51,6,12,19,28,8,28,17,14,10,6,19,21,50,6,20,21,29,6,23,14,14,9,0,19
21263,1214,Hampton,2014,8,1214,64,1389,59,A,0,19,47,5,13,21,30,8,24,11,11,2,6,23,18,47,2,12,21,32,12,27,7,15,7,4,24
21264,1214,Hampton,2014,26,1214,72,1115,65,N,0,23,50,9,24,17,24,13,23,16,17,7,6,21,21,47,5,9,18,24,7,19,9,14,8,3,17
21265,1214,Hampton,2014,33,1214,72,1197,62,H,0,26,60,2,13,18,32,13,33,12,15,8,5,18,22,59,5,15,13,27,12,28,7,21,4,6,25
21266,1214,Hampton,2014,35,1214,85,1126,52,H,0,27,52,8,19,23,33,12,22,13,9,8,9,18,16,59,3,18,17,26,25,18,2,16,4,1,24
21267,1214,Hampton,2014,55,1214,101,1457,95,H,2,31,67,9,18,30,41,12,25,16,18,7,10,29,25,68,11,29,34,38,18,26,11,21,2,2,31
21268,1214,Hampton,2014,61,1214,87,1347,60,H,0,31,58,5,11,20,38,12,27,11,11,8,4,29,19,57,4,14,18,37,21,25,7,17,4,6,29
21269,1214,Hampton,2014,68,1214,73,1175,60,A,0,29,55,4,11,11,16,15,28,18,16,6,7,25,17,61,0,17,26,37,22,14,4,7,6,3,12
21270,1214,Hampton,2014,82,1214,80,1366,71,A,0,24,60,4,13,28,44,18,29,12,17,12,3,19,27,66,6,22,11,20,15,27,13,19,11,5,29
21271,1214,Hampton,2014,84,1214,67,1354,56,A,0,23,57,3,12,18,28,11,29,12,14,12,11,16,19,65,10,23,8,11,19,28,15,20,6,6,22
21272,1214,Hampton,2014,89,1214,79,1164,76,A,1,27,56,6,21,19,31,14,26,14,17,8,5,31,21,63,10,32,24,35,19,23,14,15,8,1,24
21273,1214,Hampton,2014,96,1214,63,1224,47,H,0,18,52,6,18,21,27,17,29,12,22,13,8,22,14,49,3,12,16,23,11,22,2,22,9,5,22
21274,1214,Hampton,2014,98,1214,71,1271,65,H,0,28,64,4,18,11,27,21,23,13,8,5,6,25,16,48,8,14,25,34,11,23,5,10,2,4,21
21275,1214,Hampton,2014,103,1214,79,1313,73,A,1,24,58,5,21,26,34,14,25,10,13,7,4,24,24,63,8,23,17,25,18,21,11,16,7,7,27
21276,1214,Hampton,2014,110,1214,81,1224,78,A,0,23,54,5,17,30,42,10,29,5,20,8,2,35,20,45,7,14,31,50,5,28,4,20,2,3,29
21277,1214,Hampton,2014,112,1214,104,1271,89,A,0,33,66,6,15,32,43,16,29,23,17,5,4,28,28,64,6,23,27,34,10,20,12,10,11,0,25
21278,1214,Hampton,2014,117,1214,61,1313,53,H,0,21,56,5,19,14,23,11,19,8,16,12,4,16,19,44,3,11,12,20,9,26,11,25,3,2,19
21279,1214,Hampton,2014,122,1214,89,1299,71,H,0,28,54,10,20,23,40,8,25,17,11,7,7,25,21,52,7,17,22,35,9,28,6,15,3,1,29
21445,1216,Hartford,2014,9,1216,63,1193,53,A,0,19,42,9,14,16,22,5,26,12,13,5,3,14,20,54,7,19,6,10,9,23,8,13,7,2,19
21446,1216,Hartford,2014,11,1216,74,1192,60,H,0,23,41,10,20,18,25,8,19,13,18,10,2,13,26,47,7,17,1,6,5,14,8,16,9,2,21
21447,1216,Hartford,2014,33,1216,90,1221,78,H,0,31,53,8,19,20,26,8,17,18,11,5,1,19,29,47,8,17,12,20,3,17,12,14,6,3,25
21448,1216,Hartford,2014,41,1216,84,1357,72,A,0,25,45,10,20,24,31,6,24,14,19,8,5,16,28,61,4,17,12,18,13,18,15,17,10,0,25
21449,1216,Hartford,2014,48,1216,66,1389,56,H,0,22,44,7,17,15,18,7,22,12,13,3,1,19,23,57,3,14,7,18,19,18,5,10,8,2,19
21450,1216,Hartford,2014,64,1216,68,1171,56,A,0,20,38,6,12,22,28,5,24,9,12,4,2,22,18,46,3,14,17,25,9,17,11,12,6,1,25
21451,1216,Hartford,2014,66,1216,80,1263,65,H,0,32,66,6,22,10,20,13,26,21,9,5,1,14,25,54,6,16,9,17,7,27,7,16,7,2,21
21452,1216,Hartford,2014,75,1216,60,1306,43,A,0,20,50,9,24,11,13,8,22,10,10,8,3,13,15,45,6,22,7,13,10,22,7,16,4,4,16
21453,1216,Hartford,2014,77,1216,69,1262,51,H,0,26,62,14,40,3,5,14,24,16,11,3,1,17,18,49,6,19,9,12,9,21,10,13,6,3,14
21454,1216,Hartford,2014,80,1216,56,1127,54,A,0,19,46,10,28,8,11,7,21,14,15,5,3,19,18,45,4,16,14,18,6,22,11,12,7,2,13
21455,1216,Hartford,2014,96,1216,67,1107,54,H,0,25,48,12,23,5,11,5,21,17,10,6,2,20,16,47,2,12,20,26,11,21,5,11,3,2,19
21456,1216,Hartford,2014,100,1216,91,1263,79,A,0,31,53,13,24,16,24,5,18,21,13,7,0,21,28,53,7,18,16,23,8,23,15,18,6,1,24
21457,1216,Hartford,2014,103,1216,61,1306,59,H,0,21,46,5,16,14,20,8,19,6,7,3,4,18,19,49,6,19,15,19,11,20,2,9,0,2,17
21458,1216,Hartford,2014,107,1216,75,1262,68,A,0,27,47,9,19,12,15,5,24,25,16,4,3,19,26,60,9,24,7,15,11,17,22,11,5,4,15
21459,1216,Hartford,2014,115,1216,89,1127,83,H,1,30,51,11,24,18,24,6,22,19,15,4,3,19,30,61,9,20,14,16,10,19,11,13,9,0,24
21460,1216,Hartford,2014,118,1216,67,1420,56,H,0,19,48,7,20,22,28,6,25,14,14,9,1,22,18,46,2,15,18,25,8,26,6,18,7,3,22
21461,1216,Hartford,2014,124,1216,69,1127,42,N,0,24,46,9,21,12,19,3,28,12,10,6,7,16,14,49,6,20,8,14,10,21,9,16,4,1,16
21641,1217,Harvard,2014,6,1217,82,1221,72,N,0,29,63,6,17,18,21,14,30,18,12,5,6,20,25,60,5,14,17,21,6,21,8,10,5,5,22
21642,1217,Harvard,2014,11,1217,76,1224,44,H,0,23,54,2,17,28,38,18,22,13,12,12,8,19,15,48,0,10,14,18,13,22,4,19,6,1,27
21643,1217,Harvard,2014,16,1217,86,1136,68,H,0,32,56,3,10,19,26,15,18,17,16,11,11,19,25,49,2,13,16,23,11,13,7,19,13,5,21
21644,1217,Harvard,2014,24,1217,68,1176,60,N,0,23,49,1,3,21,28,14,24,13,12,5,5,18,20,47,4,18,16,21,6,17,19,10,8,5,27
21645,1217,Harvard,2014,25,1217,76,1453,64,N,0,25,63,5,15,21,25,19,21,12,10,7,2,12,25,53,5,16,9,11,9,19,15,16,6,9,21
21646,1217,Harvard,2014,26,1217,71,1395,50,N,0,27,55,8,17,9,10,10,34,23,21,9,7,21,14,56,2,10,20,26,8,19,8,14,10,2,17
21647,1217,Harvard,2014,30,1217,72,1318,64,A,0,26,46,3,7,17,27,6,25,11,13,3,3,19,24,52,4,12,12,23,9,21,12,10,6,4,20
21648,1217,Harvard,2014,33,1217,79,1131,68,A,1,26,62,6,16,21,27,13,26,12,10,11,3,18,25,63,6,24,12,20,15,24,12,15,7,0,23
21649,1217,Harvard,2014,47,1217,74,1436,68,H,0,22,46,8,14,22,35,6,22,14,10,6,7,23,22,56,8,17,16,24,14,22,7,11,4,4,25
21650,1217,Harvard,2014,54,1217,94,1200,86,A,0,30,53,9,18,25,35,8,25,24,15,9,5,18,33,69,7,17,13,20,15,22,14,12,7,3,22
21651,1217,Harvard,2014,58,1217,73,1130,58,H,0,24,48,2,9,23,28,10,26,12,10,6,6,17,20,50,6,20,12,18,7,17,9,10,4,3,22
21652,1217,Harvard,2014,61,1217,69,1349,54,A,0,22,46,4,10,21,28,14,23,15,12,8,3,17,19,46,6,19,10,13,7,14,10,15,5,0,21
21653,1217,Harvard,2014,68,1217,61,1171,45,H,0,20,45,2,8,19,24,6,19,10,8,6,4,14,17,45,2,11,9,11,10,22,6,18,2,3,21
21654,1217,Harvard,2014,83,1217,80,1171,50,A,0,29,44,10,14,12,14,5,26,16,22,6,7,20,20,53,3,9,7,16,10,12,10,17,9,0,15
21655,1217,Harvard,2014,88,1217,82,1343,76,H,0,28,51,6,13,20,33,10,25,14,12,9,7,20,28,55,10,26,10,20,10,22,17,16,7,1,24
21656,1217,Harvard,2014,89,1217,80,1335,50,H,0,21,42,12,20,26,33,5,30,15,14,8,2,15,21,51,1,7,7,15,4,18,9,13,7,1,21
21657,1217,Harvard,2014,95,1217,52,1135,45,H,0,18,56,4,18,12,20,14,25,12,9,5,8,17,15,55,2,16,13,17,16,30,5,15,6,3,22
21658,1217,Harvard,2014,102,1217,88,1162,84,A,2,26,57,7,20,29,39,10,23,13,8,6,6,21,28,59,7,22,21,24,10,28,17,11,5,5,28
21659,1217,Harvard,2014,103,1217,67,1165,44,A,0,27,46,8,17,5,10,6,22,17,10,10,1,8,17,47,7,20,3,5,9,17,11,16,4,0,13
21660,1217,Harvard,2014,109,1217,83,1335,63,A,0,26,52,4,13,27,35,10,18,17,8,13,3,18,22,46,4,14,15,21,10,18,12,20,4,1,26
21661,1217,Harvard,2014,110,1217,59,1343,47,A,0,22,50,5,13,10,12,5,27,12,13,7,5,13,18,53,8,24,3,10,9,24,12,14,9,4,17
21662,1217,Harvard,2014,116,1217,72,1165,47,H,0,23,45,8,18,18,21,10,24,17,10,8,3,13,18,46,5,14,6,10,6,12,8,11,4,5,17
21663,1217,Harvard,2014,117,1217,80,1162,47,H,0,27,45,8,13,18,20,3,24,17,10,6,3,14,15,44,5,15,12,15,6,16,8,14,2,0,19
21664,1217,Harvard,2014,123,1217,70,1463,58,A,0,25,44,6,16,14,32,5,25,13,11,5,5,22,18,50,0,14,22,27,8,27,9,11,5,2,26
21665,1217,Harvard,2014,124,1217,98,1135,93,A,1,34,73,6,18,24,29,14,29,20,7,4,5,20,28,65,12,23,25,29,10,27,19,9,5,9,21
21865,1218,Hawaii,2014,4,1218,85,1398,55,H,0,26,57,5,19,28,37,12,35,14,9,9,6,17,21,57,1,15,12,17,6,22,8,14,3,1,22
21866,1218,Hawaii,2014,5,1218,78,1444,68,H,0,24,53,7,21,23,29,12,24,11,13,2,3,21,20,47,8,23,20,28,6,16,6,11,4,2,25
21867,1218,Hawaii,2014,23,1218,91,1309,58,H,0,31,69,10,20,19,26,23,34,22,22,6,9,26,16,58,4,19,22,28,11,17,4,16,11,1,21
21868,1218,Hawaii,2014,25,1218,72,1285,61,H,0,28,49,3,9,13,28,10,25,12,11,6,4,19,20,56,5,27,16,19,10,19,6,12,6,1,22
21869,1218,Hawaii,2014,33,1218,76,1319,66,A,0,26,53,6,15,18,22,8,19,14,12,14,6,14,26,56,10,22,4,6,12,20,14,21,4,4,16
21870,1218,Hawaii,2014,49,1218,76,1388,74,H,0,25,50,4,13,22,29,10,13,10,10,8,2,18,26,49,10,21,12,17,13,15,16,17,5,5,22
21871,1218,Hawaii,2014,51,1218,79,1333,73,H,0,28,57,7,12,16,29,12,19,18,9,4,3,20,26,59,6,18,15,16,13,23,12,17,2,5,26
21872,1218,Hawaii,2014,56,1218,77,1313,66,H,0,25,49,7,14,20,28,11,17,14,17,13,5,10,24,54,7,17,11,13,12,14,14,19,10,4,20
21873,1218,Hawaii,2014,60,1218,77,1303,73,H,0,25,63,2,16,25,35,16,28,12,12,6,4,22,23,59,5,18,22,27,8,26,9,12,7,1,24
21874,1218,Hawaii,2014,75,1218,100,1415,69,H,0,34,69,7,20,25,32,15,27,16,13,8,3,28,20,51,3,17,26,39,6,22,7,18,9,2,25
21875,1218,Hawaii,2014,80,1218,90,1413,73,A,0,32,55,7,18,19,23,7,23,14,9,9,3,17,27,53,10,23,9,13,5,17,9,14,4,2,18
21876,1218,Hawaii,2014,82,1218,90,1414,86,A,1,32,67,6,22,20,26,15,25,18,12,2,2,22,33,60,3,13,17,27,8,24,16,8,11,9,24
21877,1218,Hawaii,2014,89,1218,77,1169,63,H,0,29,71,5,24,14,22,22,23,11,6,2,2,17,22,51,4,14,15,27,10,25,7,9,3,2,22
21878,1218,Hawaii,2014,96,1218,69,1142,60,H,0,23,47,2,11,21,27,12,26,12,11,4,0,14,22,57,10,28,6,8,8,14,12,9,6,4,19
21879,1218,Hawaii,2014,101,1218,87,1415,76,A,0,29,54,7,15,22,29,11,25,19,11,3,2,22,27,64,5,16,17,23,15,18,16,9,5,8,21
21880,1218,Hawaii,2014,103,1218,83,1168,80,A,0,27,54,5,9,24,26,9,24,17,13,6,2,19,29,65,6,17,16,22,16,20,14,12,6,4,20
21881,1218,Hawaii,2014,110,1218,86,1413,77,H,0,32,56,4,11,18,27,9,25,16,11,5,2,19,23,52,9,21,22,31,7,21,12,11,4,1,23
21882,1218,Hawaii,2014,124,1218,81,1168,77,H,0,27,55,3,11,24,34,13,22,8,12,7,4,15,28,65,7,24,14,17,14,20,13,11,5,2,26
22063,1219,High Point,2014,16,1219,80,1456,69,A,0,32,62,6,17,10,14,13,29,16,13,10,5,18,24,59,10,29,11,19,11,20,16,13,6,2,16
22064,1219,High Point,2014,20,1219,66,1459,56,H,0,26,48,3,10,11,16,9,31,12,17,3,3,20,19,57,7,27,11,20,15,15,9,14,5,0,19
22065,1219,High Point,2014,72,1219,83,1255,75,H,0,25,54,9,18,24,31,10,16,16,8,12,2,19,27,47,9,19,12,19,7,23,16,19,2,1,23
22066,1219,High Point,2014,75,1219,76,1251,70,A,0,24,55,8,15,20,23,10,13,13,10,8,1,19,25,41,7,11,13,20,6,23,14,18,3,0,18
22067,1219,High Point,2014,82,1219,78,1421,67,H,0,31,61,6,13,10,16,12,15,19,8,9,2,16,23,44,7,17,14,19,7,21,16,19,6,2,16
22068,1219,High Point,2014,85,1219,81,1342,74,A,0,30,53,14,22,7,11,7,16,19,6,5,2,16,27,49,7,21,13,15,8,19,15,10,4,1,12
22069,1219,High Point,2014,89,1219,65,1457,64,H,0,25,47,4,14,11,16,4,22,15,7,4,4,13,23,52,6,13,12,16,9,20,10,7,3,1,17
22070,1219,High Point,2014,93,1219,77,1157,74,A,0,27,55,10,20,13,14,8,17,16,16,11,3,15,29,55,7,20,9,9,9,20,13,18,6,4,17
22071,1219,High Point,2014,103,1219,72,1347,65,A,0,24,53,3,8,21,22,11,23,14,7,3,4,16,24,60,5,19,12,17,17,18,10,8,4,2,20
22072,1219,High Point,2014,105,1219,76,1149,70,H,0,26,52,11,22,13,21,12,25,19,12,4,4,13,25,52,11,28,9,15,6,18,12,8,10,2,18
22073,1219,High Point,2014,107,1219,67,1251,60,H,0,23,51,4,15,17,23,9,25,14,10,1,2,12,24,55,4,13,8,11,6,23,10,8,3,2,18
22074,1219,High Point,2014,110,1219,85,1255,59,A,0,31,57,11,20,12,15,7,26,26,8,2,4,14,23,56,1,12,12,16,10,22,15,11,6,2,18
22075,1219,High Point,2014,114,1219,70,1440,67,H,0,29,56,3,14,9,12,5,29,18,12,6,2,14,25,67,6,30,11,16,16,25,10,11,6,3,14
22076,1219,High Point,2014,117,1219,56,1144,53,H,0,22,56,9,23,3,7,9,23,15,9,6,6,10,20,52,7,24,6,7,10,28,8,16,4,1,13
22288,1220,Hofstra,2014,6,1220,80,1192,58,H,0,29,55,2,10,20,33,13,29,12,10,9,4,24,19,63,4,26,16,23,19,20,9,13,3,4,28
22289,1220,Hofstra,2014,19,1220,81,1216,78,N,0,23,49,4,14,31,41,15,21,5,12,5,1,19,29,55,9,24,11,16,9,15,11,15,3,2,29
22290,1220,Hofstra,2014,41,1220,72,1148,67,H,0,22,53,6,16,22,46,17,22,13,12,9,4,16,25,53,4,12,13,18,6,25,14,16,6,6,31
22291,1220,Hofstra,2014,56,1220,75,1312,64,H,0,24,50,10,22,17,28,13,26,13,17,9,3,16,23,54,7,22,11,16,8,19,10,15,7,1,24
22292,1220,Hofstra,2014,68,1220,75,1158,71,H,0,19,44,5,12,32,48,13,25,7,13,5,4,20,23,52,11,25,14,27,10,20,15,13,7,4,31
22293,1220,Hofstra,2014,72,1220,69,1423,64,A,0,23,50,9,20,14,22,11,23,10,11,7,4,18,25,54,6,18,8,14,9,21,13,9,4,4,17
22294,1220,Hofstra,2014,79,1220,77,1456,60,H,0,24,51,10,20,19,25,9,32,15,13,4,1,16,23,60,8,25,6,11,10,21,17,10,6,2,18
22295,1220,Hofstra,2014,96,1220,61,1423,52,H,0,20,46,3,13,18,27,10,22,8,10,10,0,15,20,43,4,13,8,13,4,21,14,13,5,4,22
22296,1220,Hofstra,2014,117,1220,82,1241,71,H,0,27,57,6,19,22,32,15,24,15,6,0,3,20,22,56,9,24,18,25,14,20,8,8,2,2,24
22297,1220,Hofstra,2014,123,1220,78,1423,70,N,0,27,53,5,17,19,31,14,30,11,13,7,5,14,25,66,8,24,12,14,12,17,16,8,7,2,21
22525,1221,Holy Cross,2014,9,1221,122,1357,118,H,2,33,70,11,23,45,56,18,27,22,16,8,3,28,38,76,10,26,32,38,12,22,19,15,7,5,37
22526,1221,Holy Cross,2014,16,1221,63,1193,49,A,0,23,48,5,12,12,20,6,28,12,10,8,3,16,17,51,7,23,8,15,9,24,10,12,2,2,22
22527,1221,Holy Cross,2014,20,1221,80,1216,55,N,0,27,46,4,11,22,32,11,24,15,15,10,2,22,15,40,9,23,16,22,5,13,10,21,7,0,25
22528,1221,Holy Cross,2014,26,1221,63,1306,52,A,0,22,53,6,19,13,21,12,24,9,14,5,2,19,16,44,5,18,15,19,4,26,7,16,6,4,19
22529,1221,Holy Cross,2014,30,1221,62,1107,57,H,0,22,56,5,14,13,16,12,19,10,11,5,2,15,22,49,3,9,10,11,6,24,12,16,5,5,18
22530,1221,Holy Cross,2014,47,1221,74,1312,55,A,0,22,53,8,22,22,31,11,32,14,17,8,9,19,19,61,2,14,15,24,13,24,6,13,12,5,23
22531,1221,Holy Cross,2014,65,1221,73,1159,64,H,0,22,48,7,16,22,31,9,22,12,8,7,4,15,24,53,5,16,11,13,8,20,14,12,4,1,25
22532,1221,Holy Cross,2014,72,1221,78,1119,75,A,0,24,48,2,8,28,37,10,26,5,10,3,6,17,29,64,8,16,9,15,11,18,13,6,4,3,27
22533,1221,Holy Cross,2014,75,1221,61,1250,42,H,0,24,55,5,20,8,12,6,30,13,7,4,5,17,16,54,3,13,7,11,11,22,7,12,3,3,14
22534,1221,Holy Cross,2014,79,1221,59,1248,58,A,0,20,50,7,21,12,16,14,19,9,10,4,3,16,20,45,4,13,14,14,6,19,5,7,2,3,15
22535,1221,Holy Cross,2014,82,1221,67,1298,52,A,0,19,41,5,18,24,30,12,24,7,15,5,3,20,18,48,7,19,9,17,14,16,11,14,5,3,25
22536,1221,Holy Cross,2014,86,1221,60,1259,51,H,0,20,45,2,10,18,29,9,29,12,12,5,10,15,17,50,7,12,10,19,9,21,9,12,7,4,25
22537,1221,Holy Cross,2014,92,1221,69,1159,68,A,0,28,53,7,18,6,7,11,14,11,9,8,1,12,28,48,9,17,3,4,6,15,18,10,6,4,11
22538,1221,Holy Cross,2014,97,1221,66,1137,50,H,0,23,55,6,15,14,21,13,25,11,9,9,6,15,16,49,7,22,11,13,8,22,8,12,5,2,20
22539,1221,Holy Cross,2014,100,1221,66,1119,63,H,0,22,51,10,20,12,14,7,25,19,13,7,2,15,25,57,8,23,5,12,12,23,15,12,5,1,14
22540,1221,Holy Cross,2014,103,1221,72,1250,67,A,0,24,57,9,20,15,21,12,23,10,8,3,8,15,26,59,9,18,6,8,12,24,17,12,2,6,22
22541,1221,Holy Cross,2014,111,1221,74,1298,57,H,0,21,53,7,18,25,31,14,31,12,11,10,4,17,21,51,9,24,6,15,5,19,12,12,3,2,20
22542,1221,Holy Cross,2014,114,1221,65,1259,52,A,0,18,49,8,21,21,25,11,25,10,7,4,2,15,20,47,3,7,9,18,8,19,10,12,2,4,20
